wallet,loss,wallet_share,loss_share
W5c9a5178028e,-100.37480330064723,0.2154178674351585,0.9947566606149827
Wf1f468a1aa4e,-99.584140783192,0.21613832853025935,0.9947873890537462
Wdc01ec284215,-97.94847672206203,0.21685878962536023,0.994817612779585
Wfbf701b615af,-97.89505281511217,0.21757925072046108,0.9948478200205375
We95425bc23c7,-97.78208383007436,0.21829971181556196,0.994877992402922
W1c15d36c5a0f,-97.69132015065634,0.21902017291066284,0.9949081367785761
W9e839b73b31a,-96.59420285004035,0.21974063400576369,0.9949379426193842
Wcfb2ecac715a,-96.54899947801198,0.22046109510086456,0.9949677345118964
W2b57cf52fd1e,-96.50149938816188,0.2211815561959654,0.9949975117474202
W65701680b27f,-95.42834581578381,0.2219020172910663,0.9950269578425277
Wfafc9bb61065,-94.19366233903622,0.22262247838616714,0.9950560229543249
W673428a2f087,-93.19434115900648,0.22334293948126802,0.9950847797079895
Wfd641adc2f28,-93.02295801630714,0.22406340057636887,0.9951134835783702
Wd778e92021e1,-92.9678900486615,0.22478386167146974,0.9951421704565605
W8451016c43b6,-91.7647984927716,0.2255043227665706,0.9951704860996835
W95045e6fdd75,-90.73197027597053,0.22622478386167147,0.9951984830454881
W1fafecaa33da,-90.40168724745907,0.22694524495677235,0.9952263780766533
W8836c1e64da8,-88.89418427818782,0.2276657060518732,0.9952538079412536
W4089605e0eb2,-87.72998395867197,0.22838616714697407,0.995280878571362
W67a89ea88678,-87.39333143935336,0.22910662824207492,0.9953078453214123
W0acbc2081847,-86.94408229486115,0.2298270893371758,0.9953346734477347
W12b82b3d23a8,-86.86306169366526,0.23054755043227665,0.9953614765737252
W586c3784d841,-86.34762232531102,0.23126801152737753,0.9953881206518296
Wb95e8357ce2d,-84.95222683028078,0.23198847262247838,0.9954143341561029
W7b1e1d7f25a2,-83.1170404035015,0.23270893371757925,0.9954399813813153
W09394b3eed74,-82.78537225013805,0.2334293948126801,0.9954655262644834
W685e1a371024,-80.65882445355172,0.23414985590778098,0.9954904149639134
W6b97e01c9e0f,-79.86819395365819,0.23487031700288186,0.9955150597003921
W0e8117f0798f,-78.72949610909382,0.2355907780979827,0.9955393530716162
W3d35450dad7f,-78.67931078470711,0.23631123919308358,0.9955636309572754
W4ee1da14f346,-78.61358366384212,0.23703170028818443,0.995587888561675
Weba421d9c118,-78.5532097671327,0.2377521613832853,0.9956121275366465
Wcdc15778bb0d,-78.37387141482759,0.23847262247838616,0.9956363111736142
Wbdc24ccbca7f,-77.87017656828357,0.23919308357348704,0.9956603393866745
W2d757fb49983,-77.31027172606991,0.23991354466858789,0.9956841948312447
W741d5b15ee22,-75.50313893991937,0.24063400576368876,0.9957074926531982
W73ad7bb6a69c,-75.01385032912482,0.2413544668587896,0.9957306394965422
Wa12e2a98d17f,-74.9361517487456,0.2420749279538905,0.995753762364622
W5fe12762afcf,-74.81172110725674,0.24279538904899137,0.9957768468374383
W27c7c291d53f,-74.64919063774101,0.24351585014409222,0.9957998811586185
W1dd889e584a5,-74.23054155678255,0.2442363112391931,0.9958227862982588
W67d42ca42079,-74.19432340388494,0.24495677233429394,0.9958456802621509
W2503aae55de2,-74.05287474639954,0.24567723342939482,0.9958685305795709
W2f5c34f08fa6,-73.67304496101019,0.24639769452449567,0.9958912636938279
W25c3ab40336f,-73.28127576154839,0.24711815561959655,0.9959138759208054
Wd745aa2c3b3e,-73.14939139906335,0.2478386167146974,0.9959364474525425
Waef65f27568c,-73.10667373706703,0.24855907780979827,0.9959590058029933
W336ce45d577d,-72.5348213843539,0.24927953890489912,0.9959813876983394
W53d09b56eec0,-71.3172808279163,0.25,0.9960033939001248
W529fe737a2f7,-71.08887428952224,0.2507204610951009,0.996025329623054
W4c44d1c16e30,-70.88025263759937,0.25144092219020175,0.996047200972102
W41efa0ad7a5f,-70.6034233592932,0.2521613832853026,0.9960689869006055
Wd9e4d60f8ddd,-70.23161899680758,0.25288184438040345,0.9960906581023313
W48722865a09f,-69.9248645907137,0.25360230547550433,0.9961122346495879
Wfb6fbaad659a,-69.83084014826204,0.2543227665706052,0.9961337821839484
Wb141c7b12125,-69.56883648375879,0.25504322766570603,0.9961552488724685
Wd0724a2b3aec,-69.13087910599289,0.2557636887608069,0.9961765804215341
Wcc9e0065b409,-68.18816599330034,0.2564841498559078,0.9961976210798824
W6adfaffa0bb7,-67.71873862194661,0.25720461095100866,0.9962185168881559
W232bce285cb6,-66.93916094657897,0.2579250720461095,0.9962391721440215
Weea6dd3da10c,-66.92051292205724,0.25864553314121036,0.996259821645711
Wd4912a20ee5b,-66.72135990173817,0.25936599423631124,0.996280409695232
We66f00bbbb17,-66.59212512083043,0.2600864553314121,0.9963009578670876
Waaf12ac1b6b9,-66.22990415268315,0.260806916426513,0.9963213942692905
W917e6aba864a,-65.57941508730579,0.2615273775216138,0.9963416299516471
Wf0a862f7bf47,-65.44871305818015,0.2622478386167147,0.9963618253035931
W1cc58e387935,-65.02794767097461,0.26296829971181557,0.9963818908209756
W439b06ef7d3f,-64.45558248406985,0.26368876080691644,0.9964017797250095
W53925430cadc,-63.46994448094483,0.26440922190201727,0.9964213644930957
W5861375ac58d,-62.54404778158069,0.26512968299711814,0.9964406635594647
W4d8880357b91,-61.99601085741676,0.265850144092219,0.9964597935193985
W41547a4cd248,-61.69990002175482,0.2665706051873199,0.9964788321091239
W9e84442c2557,-61.6326944755297,0.2672910662824208,0.9964978499613956
W5b95266496f8,-61.00619156053354,0.2680115273775216,0.9965166744951699
